Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
"Vueling, Transavia",IBZ,DUB,5h 30m,1 stop,€137,15/12/2023,09/12/2023
"Vueling, Transavia France",IBZ,DUB,5h 30m,1 stop,€138,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€128,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€148,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 20m,1 stop,€118,15/12/2023,09/12/2023
Vueling,IBZ,DUB,6h 35m,2 stops,€185,15/12/2023,09/12/2023
Iberia,IBZ,DUB,14h 00m,1 stop,€99,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,9h 35m,1 stop,€165,15/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 30m,1 stop,€277,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€221,15/12/2023,09/12/2023
Iberia Express,IBZ,DUB,14h 00m,1 stop,€104,15/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,14h 00m,1 stop,€107,15/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€270,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,09/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,10h 20m,1 stop,€121,11/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€142,11/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€143,11/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€147,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€159,11/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€182,11/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€184,11/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€224,11/12/2023,09/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€151,11/12/2023,09/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,6h 55m,1 stop,€130,11/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,4h 50m,1 stop,€161,11/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€156,11/12/2023,09/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 50m,1 stop,€142,11/12/2023,09/12/2023
"Iberia, Aer Lingus",MAD,DUB,6h 55m,1 stop,€136,11/12/2023,09/12/2023
"Iberia, Transavia France",MAD,DUB,5h 45m,1 stop,€147,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€41,12/12/2023,09/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,12/12/2023,09/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,09/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€105,12/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€144,12/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€182,12/12/2023,09/12/2023
Vueling,MAD,DUB,5h 30m,1 stop,€83,12/12/2023,09/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€146,12/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€143,12/12/2023,09/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€136,12/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€157,12/12/2023,09/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€136,12/12/2023,09/12/2023
British Airways,MAD,DUB,6h 25m,1 stop,€136,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€40,13/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,13/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,13/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,13/12/2023,09/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 45m,1 stop,€102,13/12/2023,09/12/2023
"Iberia, Transavia France",MAD,DUB,5h 40m,1 stop,€109,13/12/2023,09/12/2023
Transavia France,MAD,DUB,6h 40m,1 stop,€96,13/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€142,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€136,13/12/2023,09/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€136,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 15m,1 stop,€165,13/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€170,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 25m,1 stop,€165,13/12/2023,09/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€136,13/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€42,14/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€42,14/12/2023,09/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,14/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,09/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,14/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€81,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€81,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€103,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€103,14/12/2023,09/12/2023
Transavia France,MAD,DUB,5h 25m,1 stop,€104,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,15/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€43,15/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€66,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€69,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€103,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€139,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€183,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€224,15/12/2023,09/12/2023
Vueling,MAD,DUB,6h 15m,1 stop,€93,15/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,15/12/2023,09/12/2023
"Iberia, Vueling",MAD,DUB,8h 00m,1 stop,€91,15/12/2023,09/12/2023
Vueling,MAD,DUB,8h 00m,1 stop,€95,15/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€207,11/12/2023,09/12/2023
Iberia,TFN,DUB,15h 20m,1 stop,€139,11/12/2023,09/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€146,11/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€223,11/12/2023,09/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€149,11/12/2023,09/12/2023
British Airways,TFN,DUB,15h 20m,1 stop,€149,11/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€196,11/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€196,11/12/2023,09/12/2023
Iberia,TFN,DUB,17h 35m,1 stop,€209,11/12/2023,09/12/2023
Multiple Airlines,TFN,DUB,10h 35m,2 stops,€370,11/12/2023,09/12/2023
Iberia,TFN,DUB,18h 35m,1 stop,€216,11/12/2023,09/12/2023
Multiple Airlines,TFN,DUB,11h 50m,3 stops,€310,11/12/2023,09/12/2023
Multiple Airlines,TFN,DUB,12h 25m,3 stops,€304,11/12/2023,09/12/2023
"Iberia, Iberia Express",TFN,DUB,15h 20m,1 stop,€244,11/12/2023,09/12/2023
"Binter Canarias, Vueling",TFN,DUB,16h 00m,2 stops,€248,11/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€186,12/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€184,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€186,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€186,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€195,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€186,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€237,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€186,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€186,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€186,12/12/2023,09/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€221,12/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€272,12/12/2023,09/12/2023
Vueling,TFN,DUB,13h 00m,1 stop,€188,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 40m,1 stop,€274,12/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,11h 30m,1 stop,€251,12/12/2023,09/12/2023
Vueling,TFN,DUB,13h 25m,1 stop,€101,13/12/2023,09/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€337,13/12/2023,09/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€171,13/12/2023,09/12/2023
Vueling,TFN,DUB,7h 00m,1 stop,€663,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€194,13/12/2023,09/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€271,13/12/2023,09/12/2023
Iberia,TFN,DUB,17h 05m,1 stop,€171,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,17h 20m,1 stop,€158,13/12/2023,09/12/2023
"Vueling, Transavia France",TFN,DUB,12h 10m,2 stops,€211,13/12/2023,09/12/2023
Iberia,TFN,DUB,13h 25m,1 stop,€345,13/12/2023,09/12/2023
"Vueling, TAP AIR PORTUGAL",TFN,DUB,16h 15m,2 stops,€197,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,13h 05m,2 stops,€272,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,13h 05m,2 stops,€272,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,13h 45m,2 stops,€254,13/12/2023,09/12/2023
"Vueling, Aer Lingus",TFN,DUB,13h 45m,2 stops,€254,13/12/2023,09/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€164,14/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,13h 20m,1 stop,€131,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€155,14/12/2023,09/12/2023
Iberia,TFN,DUB,8h 15m,1 stop,€164,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€155,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€154,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€155,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 35m,1 stop,€154,14/12/2023,09/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€164,14/12/2023,09/12/2023
Iberia,TFN,DUB,6h 40m,1 stop,€515,14/12/2023,09/12/2023
Vueling,TFN,DUB,7h 00m,1 stop,€468,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,10h 05m,1 stop,€178,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,12h 05m,1 stop,€154,14/12/2023,09/12/2023
Iberia,TFN,DUB,7h 05m,1 stop,€515,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,13h 05m,1 stop,€155,14/12/2023,09/12/2023
Iberia,TFN,DUB,13h 45m,1 stop,€139,15/12/2023,09/12/2023
Vueling,TFN,DUB,18h 15m,2 stops,€128,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,7h 45m,1 stop,€199,15/12/2023,09/12/2023
Iberia,TFN,DUB,14h 40m,1 stop,€139,15/12/2023,09/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€271,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 15m,1 stop,€254,15/12/2023,09/12/2023
Vueling,TFN,DUB,17h 40m,1 stop,€151,15/12/2023,09/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 15m,1 stop,€267,15/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 25m,1 stop,€269,15/12/2023,09/12/2023
Vueling,TFN,DUB,7h 45m,1 stop,€296,15/12/2023,09/12/2023
Iberia,TFN,DUB,8h 40m,1 stop,€271,15/12/2023,09/12/2023
Iberia,TFN,DUB,17h 25m,1 stop,€178,15/12/2023,09/12/2023
Iberia,TFN,DUB,10h 30m,1 stop,€271,15/12/2023,09/12/2023
Vueling,TFN,DUB,14h 40m,1 stop,€233,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 25m,1 stop,€337,15/12/2023,09/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€271,15/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 10m,1 stop,€103,11/12/2023,11/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€286,11/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,6h 35m,2 stops,€361,11/12/2023,11/12/2023
Vueling,DUB,IBZ,22h 50m,1 stop,€103,11/12/2023,11/12/2023
Vueling,DUB,IBZ,12h 30m,1 stop,€341,11/12/2023,11/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€293,11/12/2023,11/12/2023
Iberia Express,DUB,IBZ,12h 30m,1 stop,€318,11/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 00m,2 stops,€191,11/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,15h 55m,2 stops,€203,11/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 00m,2 stops,€193,11/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,18h 00m,2 stops,€191,11/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,18h 00m,2 stops,€193,11/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,13h 25m,2 stops,€248,11/12/2023,11/12/2023
Vueling,DUB,IBZ,16h 45m,1 stop,€348,11/12/2023,11/12/2023
"Aer Lingus, Iberia",DUB,IBZ,14h 55m,1 stop,€322,11/12/2023,11/12/2023
Vueling,DUB,IBZ,7h 15m,1 stop,€151,12/12/2023,11/12/2023
Iberia,DUB,IBZ,24h 05m,1 stop,€145,12/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€237,12/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€230,12/12/2023,11/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€391,12/12/2023,11/12/2023
Vueling,DUB,IBZ,5h 00m,1 stop,€401,12/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,6h 35m,2 stops,€220,12/12/2023,11/12/2023
"Aer Lingus, Air Europa",DUB,IBZ,5h 45m,1 stop,€345,12/12/2023,11/12/2023
Iberia Express,DUB,IBZ,5h 00m,1 stop,€394,12/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 25m,2 stops,€211,12/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 10m,1 stop,€237,12/12/2023,11/12/2023
British Airways,DUB,IBZ,4h 40m,1 stop,€692,12/12/2023,11/12/2023
"Iberia, Iberia Express",DUB,IBZ,8h 40m,1 stop,€271,12/12/2023,11/12/2023
Iberia,DUB,IBZ,7h 15m,1 stop,€431,12/12/2023,11/12/2023
Iberia,DUB,IBZ,8h 40m,1 stop,€281,12/12/2023,11/12/2023
"Vueling, Swiftair",DUB,IBZ,16h 30m,2 stops,€159,12/12/2023,11/12/2023
Air France,DUB,IBZ,28h 15m,2 stops,€323,13/12/2023,11/12/2023
Vueling,DUB,IBZ,6h 35m,1 stop,€76,13/12/2023,11/12/2023
Vueling,DUB,IBZ,27h 10m,1 stop,€75,13/12/2023,11/12/2023
Vueling,DUB,IBZ,9h 00m,1 stop,€82,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€184,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€130,13/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,8h 15m,2 stops,€131,13/12/2023,11/12/2023
Vueling,DUB,IBZ,12h 10m,1 stop,€87,13/12/2023,11/12/2023
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€141,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€184,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€144,13/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,10h 20m,2 stops,€109,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 00m,2 stops,€189,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€190,13/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 35m,1 stop,€310,13/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,6h 45m,2 stops,€282,13/12/2023,11/12/2023
Iberia,DUB,IBZ,9h 00m,1 stop,€315,13/12/2023,11/12/2023
Vueling,DUB,IBZ,6h 10m,1 stop,€78,14/12/2023,11/12/2023
Vueling,DUB,IBZ,23h 10m,1 stop,€69,14/12/2023,11/12/2023
Vueling,DUB,IBZ,8h 35m,1 stop,€102,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€160,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€195,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€160,14/12/2023,11/12/2023
Vueling,DUB,IBZ,11h 45m,1 stop,€90,14/12/2023,11/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€343,14/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 10m,1 stop,€287,14/12/2023,11/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€379,14/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€103,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€160,14/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€145,14/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,7h 50m,2 stops,€148,14/12/2023,11/12/2023
"Transavia, Vueling",DUB,IBZ,17h 05m,1 stop,€124,14/12/2023,11/12/2023
Vueling,DUB,IBZ,6h 20m,1 stop,€92,15/12/2023,11/12/2023
Vueling,DUB,IBZ,17h 45m,1 stop,€86,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€191,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 15m,1 stop,€186,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 30m,1 stop,€172,15/12/2023,11/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€113,15/12/2023,11/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€148,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,8h 40m,1 stop,€172,15/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,7h 45m,2 stops,€216,15/12/2023,11/12/2023
"Iberia, Iberia Express",DUB,IBZ,12h 30m,1 stop,€158,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,11h 30m,1 stop,€177,15/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 20m,1 stop,€327,15/12/2023,11/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€121,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,10h 55m,2 stops,€253,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,14h 40m,1 stop,€184,15/12/2023,11/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,11/12/2023,11/12/2023
Iberia,DUB,MAD,2h 35m,direct,€244,11/12/2023,11/12/2023
Vueling,DUB,MAD,2h 35m,direct,€244,11/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€277,11/12/2023,11/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€307,11/12/2023,11/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€683,11/12/2023,11/12/2023
"Vueling, Iberia",DUB,MAD,6h 15m,1 stop,€466,11/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,6h 10m,1 stop,€478,11/12/2023,11/12/2023
TAP AIR PORTUGAL,DUB,MAD,11h 10m,1 stop,€307,11/12/2023,11/12/2023
British Airways,DUB,MAD,5h 15m,1 stop,€783,11/12/2023,11/12/2023
British Airways,DUB,MAD,4h 40m,1 stop,€959,11/12/2023,11/12/2023
British Airways,DUB,MAD,5h 40m,1 stop,€816,11/12/2023,11/12/2023
British Airways,DUB,MAD,5h 40m,1 stop,€816,11/12/2023,11/12/2023
British Airways,DUB,MAD,7h 45m,1 stop,€658,11/12/2023,11/12/2023
Air France,DUB,MAD,5h 15m,1 stop,"€1,094",11/12/2023,11/12/2023
Iberia,DUB,MAD,2h 50m,direct,€92,12/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€201,12/12/2023,11/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€203,12/12/2023,11/12/2023
Iberia,DUB,MAD,2h 35m,direct,€208,12/12/2023,11/12/2023
Vueling,DUB,MAD,2h 35m,direct,€211,12/12/2023,11/12/2023
Vueling,DUB,MAD,6h 20m,1 stop,€98,12/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€243,12/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€164,12/12/2023,11/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€183,12/12/2023,11/12/2023
"Aer Lingus, Iberia",DUB,MAD,6h 30m,1 stop,€191,12/12/2023,11/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€315,12/12/2023,11/12/2023
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€235,12/12/2023,11/12/2023
"Aer Lingus, Iberia",DUB,MAD,6h 40m,1 stop,€209,12/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,6h 10m,1 stop,€237,12/12/2023,11/12/2023
British Airways,DUB,MAD,5h 40m,1 stop,€406,12/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€152,13/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€152,13/12/2023,11/12/2023
Vueling,DUB,MAD,11h 15m,1 stop,€71,13/12/2023,11/12/2023
Vueling,DUB,MAD,2h 35m,direct,€167,13/12/2023,11/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€168,13/12/2023,11/12/2023
Iberia,DUB,MAD,2h 35m,direct,€174,13/12/2023,11/12/2023
British Airways,DUB,MAD,2h 35m,direct,€216,13/12/2023,11/12/2023
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€130,13/12/2023,11/12/2023
Vueling,DUB,MAD,7h 10m,1 stop,€116,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€86,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€156,13/12/2023,11/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€223,13/12/2023,11/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€223,13/12/2023,11/12/2023
KLM,DUB,MAD,5h 20m,1 stop,€265,13/12/2023,11/12/2023
"Aer Lingus, Air Europa",DUB,MAD,5h 20m,1 stop,€207,13/12/2023,11/12/2023
KLM,DUB,MAD,6h 15m,1 stop,€223,13/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,14/12/2023,11/12/2023
Vueling,DUB,MAD,10h 50m,1 stop,€79,14/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€244,14/12/2023,11/12/2023
Iberia,DUB,MAD,2h 35m,direct,€247,14/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€244,14/12/2023,11/12/2023
Iberia,DUB,MAD,2h 50m,direct,€247,14/12/2023,11/12/2023
Vueling,DUB,MAD,6h 45m,1 stop,€115,14/12/2023,11/12/2023
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€142,14/12/2023,11/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€265,14/12/2023,11/12/2023
Iberia,DUB,MAD,2h 35m,direct,€275,14/12/2023,11/12/2023
Vueling,DUB,MAD,2h 35m,direct,€277,14/12/2023,11/12/2023
"Vueling, Renfe",DUB,MAD,7h 30m,1 stop,€115,14/12/2023,11/12/2023
British Airways,DUB,MAD,2h 35m,direct,€290,14/12/2023,11/12/2023
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€82,14/12/2023,11/12/2023
British Airways,DUB,MAD,2h 50m,direct,€290,14/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€301,14/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,11/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,11/12/2023
Vueling,DUB,MAD,5h 25m,1 stop,€108,15/12/2023,11/12/2023
